Identifiant interne;Type de fermeture;Localisation;Date et heure de début de barrage;Date et heure de fin de barrage;Période et plage de fermeture;Sens de la fermeture;État de la fermeture;geo_shape;geo_point_2d
11740;Boulevard périphérique;GENTILLY - MAILLOT;2023-11-14T22:30:00+01:00;2023-11-15T07:00:00+01:00;Du mardi 14/11/2023 21:30 au mercredi 15/11/2023 06:00;Périphérique intérieur;Terminé;"{""coordinates"": [[[2.345909224289261, 48.81640666490958], [2.3455413721980256, 48.81641814274234], [2.3418366503323873, 48.81662265307847]], [[2.3418366503323873, 48.81662265307847], [2.3396492074940793, 48.816749996625184], [2.338016577136739, 48.816835404002774], [2.336921577146523, 48.81683833031936], [2.3362220866042316, 48.816861430646874], [2.3359450472045173, 48.81689586771412], [2.3356289885654458, 48.81695706887526], [2.335370576542947, 48.81703657734502], [2.3350200626401696, 48.81718302689845], [2.33356543866542, 48.818150759976454], [2.333212043259641, 48.818351151120005], [2.3325394981591407, 48.8186082200149], [2.3314045197363207, 48.81885820333128], [2.3304746749640035, 48.81904187091792], [2.328411005544151, 48.81948898342029]], [[2.328411005544151, 48.81948898342029], [2.3277157531757346, 48.81964791249921]], [[2.3277157531757346, 48.81964791249921], [2.3248397145169744, 48.820305298111556], [2.3232450817435026, 48.82064254606448], [2.3222385593105574, 48.8208526971473]], [[2.3222385593105574, 48.8208526971473], [2.32057093580592, 48.821144526594594], [2.318306890187644, 48.821653282925354], [2.3171532734648066, 48.82191201862716], [2.3168827126420903, 48.82198898218679]], [[2.3168827126420903, 48.82198898218679], [2.316114937877446, 48.82220737786081]], [[2.316114937877446, 48.82220737786081], [2.315697391281449, 48.82231741192606], [2.315355784914784, 48.82240089788074], [2.3132623340785954, 48.822865566231805], [2.312375699362618, 48.82306732897637]], [[2.312375699362618, 48.82306732897637], [2.3112204924309414, 48.82332362755206]], [[2.3112204924309414, 48.82332362755206], [2.3038011886168634, 48.824969374842425]], [[2.3038011886168634, 48.824969374842425], [2.2985223396291654, 48.8261526909684]], [[2.2985223396291654, 48.8261526909684], [2.296293245100307, 48.82664324815612]], [[2.296293245100307, 48.82664324815612], [2.2956012150468257, 48.82679801093878]], [[2.2956012150468257, 48.82679801093878], [2.2932955867163067, 48.827313597592564], [2.290934994421088, 48.828050607426675], [2.2847896246713266, 48.83078860005155], [2.2819088977253443, 48.83193153663829], [2.2788255745776915, 48.83319459796201]], [[2.2788255745776915, 48.83319459796201], [2.2761894987429065, 48.834271417551655], [2.275464996582109, 48.83454583776472], [2.2747464363233445, 48.834784314540464]], [[2.2747464363233445, 48.834784314540464], [2.274553607073679, 48.834837107741336], [2.2735748460256824, 48.83507399903221], [2.273456119648855, 48.83509504191891]], [[2.273456119648855, 48.83509504191891], [2.271906705097682, 48.835369644231285]], [[2.271906705097682, 48.835369644231285], [2.271148443416924, 48.83540549805489]], [[2.271148443416924, 48.83540549805489], [2.2708929018495687, 48.83542192815128], [2.270236789652606, 48.83538195183655], [2.269487604751532, 48.83531442221782], [2.268255052204828, 48.83514949717284]], [[2.268255052204828, 48.83514949717284], [2.2671390342488777, 48.834971782778354], [2.2666092559751148, 48.83491007606642], [2.2656967322293857, 48.834890986721376], [2.2604165958807663, 48.83524213426914]], [[2.2604165958807663, 48.83524213426914], [2.2599413855493253, 48.83527372565816], [2.2595869828501187, 48.83533448877934]], [[2.2595869828501187, 48.83533448877934], [2.2591319966319374, 48.835417112317145], [2.2579297114885954, 48.83576941031725], [2.256758037357326, 48.83624779924745], [2.256635865515167, 48.836329392405204]], [[2.256635865515167, 48.836329392405204], [2.2565178721243013, 48.836408194557954]], [[2.2565178721243013, 48.836408194557954], [2.255914202975924, 48.83680213267863]], [[2.255914202975924, 48.83680213267863], [2.255582712508029, 48.837018451366745], [2.2553478431918315, 48.83724633046178], [2.254857354458764, 48.83781887680704], [2.254790226691658, 48.83793987438714]], [[2.254790226691658, 48.83793987438714], [2.254641237090247, 48.838206506828215]], [[2.254641237090247, 48.838206506828215], [2.254352013472145, 48.83872409729278], [2.2541021239602226, 48.83965788941541], [2.2540856328598387, 48.840381782991074]], [[2.2540856328598387, 48.840381782991074], [2.254142062965106, 48.841037706445604]], [[2.254142062965106, 48.841037706445604], [2.2541831789459206, 48.84151560202202], [2.2542930064769435, 48.84250559677948], [2.254390699343821, 48.84291542007722], [2.2545769481301914, 48.84347868814955], [2.2547261166660704, 48.84385285667714]], [[2.2547261166660704, 48.84385285667714], [2.2549340362744443, 48.844416258678294], [2.2550895418840637, 48.845024302169286], [2.2551144401910594, 48.84537970840134], [2.2550899017494905, 48.84576178779441], [2.254993534616337, 48.84622492422566]], [[2.254993534616337, 48.84622492422566], [2.254978699209634, 48.84629622017759], [2.254863960430377, 48.8466012911116], [2.254745086678703, 48.84685237397349]], [[2.254745086678703, 48.84685237397349], [2.2545795473555392, 48.847107662764486], [2.254260299459522, 48.84751488590219], [2.253477629696023, 48.84825198349123], [2.252982210913679, 48.84877951814017], [2.252779895172309, 48.849070549154575]], [[2.252779895172309, 48.849070549154575], [2.2526945917604952, 48.84921143107016]], [[2.2526945917604952, 48.84921143107016], [2.252554564696601, 48.84944268930105]], [[2.252554564696601, 48.84944268930105], [2.2524733735920384, 48.849576776810885], [2.2523344801883867, 48.84994914613632], [2.252327409211211, 48.84997922353505]], [[2.252327409211211, 48.84997922353505], [2.2522299815855287, 48.85039367945844], [2.2522064520513148, 48.85070381371423]], [[2.2522064520513148, 48.85070381371423], [2.2521998338740086, 48.85103204089329], [2.252282097458206, 48.85152945806624]], [[2.252282097458206, 48.85152945806624], [2.252317459473602, 48.851743274694286], [2.2525149416049257, 48.852284127533885], [2.2527558536118333, 48.85268584952888], [2.2532019069462965, 48.85322825281988], [2.253659406413294, 48.85367629236364], [2.254324749786683, 48.85414361262675], [2.256168925297219, 48.85541869507886], [2.2570879961585497, 48.85595952482941], [2.2594382649849067, 48.85760643246227], [2.259878479472051, 48.857838492682674]], [[2.259878479472051, 48.857838492682674], [2.2614158899305026, 48.858513517319906], [2.261768007784594, 48.85867307784998], [2.2621792669227703, 48.858891460258164], [2.262716223401724, 48.859281493712395]], [[2.262716223401724, 48.859281493712395], [2.2627769174826344, 48.859326835534986], [2.263250171829251, 48.85978842252808], [2.263407516586121, 48.85998724975109], [2.2637376576962467, 48.86049741812383], [2.2637524125699175, 48.86052308211244]], [[2.2637524125699175, 48.86052308211244], [2.2642072773917663, 48.8613142240922]], [[2.2642072773917663, 48.8613142240922], [2.264790252079887, 48.8622711240448], [2.2650621529422827, 48.862650523276365], [2.2651734414379736, 48.862781613115104], [2.2655099253220974, 48.86313442701421], [2.2659141360271504, 48.86346966818925], [2.2671103307573244, 48.86443481116877], [2.2675934008535745, 48.86488294815411], [2.267980383868697, 48.86533049529212]], [[2.267980383868697, 48.86533049529212], [2.268178588745348, 48.865592519600206], [2.268483275354951, 48.866047925494456]], [[2.268483275354951, 48.866047925494456], [2.269260089206066, 48.86720896685405], [2.269601061149278, 48.86768320720563], [2.27027690275277, 48.86846526738942], [2.2711882346016914, 48.869352182355435], [2.271253768917633, 48.86940702795877]], [[2.271253768917633, 48.86940702795877], [2.2718377356738726, 48.86989574459204], [2.2722132336956595, 48.870194813275994]], [[2.2722132336956595, 48.870194813275994], [2.2730446475311497, 48.87100028512738], [2.273655626012531, 48.871669511028394], [2.2743983016833393, 48.872555374756615], [2.275271908085912, 48.873576927555725]], [[2.275271908085912, 48.873576927555725], [2.2759492972357585, 48.87437694681324]], [[2.2759492972357585, 48.87437694681324], [2.276478167242956, 48.874955724755054], [2.2766891598441545, 48.8751279138138]], [[2.2766891598441545, 48.8751279138138], [2.276689407896287, 48.875128116765644]], [[2.276689407896287, 48.875128116765644], [2.2768556485052804, 48.875263782544565], [2.2769157033438487, 48.87531810592616], [2.277127077170031, 48.875472270905014]], [[2.277127077170031, 48.875472270905014], [2.27778817193653, 48.87588484985602]], [[2.27778817193653, 48.87588484985602], [2.278494912968782, 48.87632590524285], [2.279075552705152, 48.8766846436243], [2.2794236184705965, 48.87689358791463], [2.2798656544783498, 48.87722900428588]], [[2.2798656544783498, 48.87722900428588], [2.2800550903529233, 48.87739733757979]], [[2.2800550903529233, 48.87739733757979], [2.2801000216617484, 48.87743726244731], [2.280195640500814, 48.87752327484882], [2.2804777254564086, 48.87783074661945], [2.2805801808589026, 48.87795910476056]], [[2.2805801808589026, 48.87795910476056], [2.2811485560149207, 48.878671163446754], [2.2814867976539337, 48.87920830129897], [2.281823619141871, 48.87999724434144], [2.281975269534734, 48.880371379629814], [2.2821989252589963, 48.88080440332584], [2.2825792240574043, 48.881368769191404]], [[2.344088030063993, 48.81650011724103], [2.343895847900034, 48.81651255357678], [2.3413921030113296, 48.816732628226596], [2.3410883990323885, 48.81677592415471]], [[2.3295295861115335, 48.81935135947226], [2.3287029317568027, 48.81949511960853], [2.3281467748639604, 48.81959542504746], [2.3277157531757346, 48.81964791249921]], [[2.3277157531757346, 48.81964791249921], [2.3276878884858903, 48.81965130569566]], [[2.3240535602279064, 48.820579665332325], [2.322373814385908, 48.8209254143246], [2.3214719018837595, 48.82098775357224]], [[2.316887377018162, 48.821986947448444], [2.3168827126420903, 48.82198898218679]], [[2.3168827126420903, 48.82198898218679], [2.316164908169631, 48.822302098775225], [2.3150194512392526, 48.822601332743844]], [[2.3144836461642853, 48.82269269745354], [2.313583221990094, 48.82290788081709], [2.312578499599188, 48.82314044551953], [2.3112204924309414, 48.82332362755206]], [[2.3112204924309414, 48.82332362755206], [2.311203635413274, 48.82332590122659]], [[2.3047522952011534, 48.82475905666615], [2.30353054694676, 48.82515217208702], [2.3024551715119705, 48.82541571861828]], [[2.2990311336366878, 48.8260387548389], [2.2984470554637273, 48.82631079670028]], [[2.2984470554637273, 48.82631079670028], [2.298163458560756, 48.82644288408706], [2.294977445774575, 48.827143648370395], [2.2935912266337284, 48.8273603132894], [2.2930884722691487, 48.82751923100772]], [[2.3001335274914707, 48.82590580743747], [2.299161771099358, 48.82621040287017], [2.2984470554637273, 48.82631079670028]], [[2.2984470554637273, 48.82631079670028], [2.298147643695007, 48.826352853196546], [2.2967771350882566, 48.82665958526969], [2.2956012150468257, 48.82679801093878]], [[2.2956012150468257, 48.82679801093878], [2.2955765274851436, 48.826800917122064]], [[2.279713385834848, 48.83283120313603], [2.2774718205476443, 48.83409929538169]], [[2.277001473556019, 48.83412343446498], [2.275027860799908, 48.834826492578614], [2.2744087547503415, 48.834966638676754], [2.2737959525632574, 48.835084335439674], [2.273456119648855, 48.83509504191891]], [[2.273456119648855, 48.83509504191891], [2.2734369438959408, 48.83509564583853]], [[2.271906705097682, 48.835369644231285], [2.271485721975226, 48.83550648419217]], [[2.271485721975226, 48.83550648419217], [2.270776707508827, 48.83583942973152], [2.270251319107171, 48.83629041030857], [2.27002564619426, 48.83693658361097], [2.270029892784083, 48.837314347048576], [2.270144573082572, 48.837647815509094], [2.2706729643578227, 48.8381906630211]], [[2.270314641318302, 48.835854599321216], [2.2699696465403187, 48.835915450515785], [2.2695634553734316, 48.83589048629644], [2.2692134356357356, 48.83578492004097], [2.2688841290232933, 48.83556256042276], [2.268478916661307, 48.8353127543299], [2.2676656371592494, 48.83505595211531]], [[2.2604219591846797, 48.83524072303159], [2.2604165958807663, 48.83524213426914]], [[2.2604165958807663, 48.83524213426914], [2.2595202310162485, 48.83547797595923], [2.2591380780773322, 48.83558353482576], [2.2587072040242973, 48.835742753172894], [2.258571845793308, 48.83587232392121], [2.25832407559847, 48.836050663269425], [2.258145657065163, 48.83609452567423], [2.2579075535270348, 48.836120029988976], [2.257552228740119, 48.83614930316482], [2.2572550976386125, 48.83620591797664]], [[2.2566368650895736, 48.836327990192785], [2.256635865515167, 48.836329392405204]], [[2.256635865515167, 48.836329392405204], [2.256480464073603, 48.83654736546967], [2.2560433639994306, 48.83700764142374]], [[2.2560433639994306, 48.83700764142374], [2.255928561783084, 48.83712852845109], [2.255311543268796, 48.83772727080821], [2.2550304090493083, 48.83810325815155]], [[2.2550304090493083, 48.83810325815155], [2.2548757881225114, 48.83818773578021], [2.2547024566980234, 48.838218134080755], [2.254687708548008, 48.83821533326845]], [[2.254687708548008, 48.83821533326845], [2.254641237090247, 48.838206506828215]], [[2.254641237090247, 48.838206506828215], [2.254555573156849, 48.838190237526774], [2.254369609347074, 48.838103637756255], [2.2542935641697093, 48.83799074170569], [2.254290158324627, 48.83799072047305]], [[2.2550304090493083, 48.83810325815155], [2.254933116918462, 48.83823755855082]], [[2.256100840627758, 48.83699019663337], [2.2560433639994306, 48.83700764142374]], [[2.2560433639994306, 48.83700764142374], [2.2558249787612574, 48.83707392146321]], [[2.2558249787612574, 48.83707392146321], [2.2559459221610774, 48.83696225176824], [2.2559586008189707, 48.83689487738184], [2.255953296979789, 48.83682739113278], [2.255914202975924, 48.83680213267863]], [[2.255914202975924, 48.83680213267863], [2.2558338240629277, 48.836750200869815], [2.2557940212356438, 48.836722971926136], [2.2556243752346434, 48.83667694746086], [2.2553996593282193, 48.83667105191385], [2.2551881809995478, 48.8366922196831]], [[2.2558249787612574, 48.83707392146321], [2.2560794455691098, 48.83690462278746], [2.2560830517495254, 48.836900148332006]], [[2.2558249787612574, 48.83707392146321], [2.255327640961489, 48.83751601761535], [2.2549837427902104, 48.83793658295814], [2.254687708548008, 48.83821533326845]], [[2.254687708548008, 48.83821533326845], [2.2545804745256297, 48.83831630531845]], [[2.2545725529113363, 48.8387749374855], [2.2544166093642177, 48.8391517031849], [2.2543535510776733, 48.839416625747106], [2.254295797960842, 48.839834474972704], [2.2542424450164154, 48.840706535338505], [2.254142062965106, 48.841037706445604]], [[2.254142062965106, 48.841037706445604], [2.254141769770564, 48.841038675941]], [[2.2545010682271895, 48.84324887553145], [2.254785707920544, 48.84359241020977], [2.255421547579328, 48.845057846940925]], [[2.254993353243601, 48.846224361889774], [2.254993534616337, 48.84622492422566]], [[2.254993534616337, 48.84622492422566], [2.2550455414613024, 48.84638657333379], [2.2549650724855606, 48.84677280092674], [2.254552771596284, 48.847588658058335], [2.253858698153845, 48.848191404886585], [2.253208313880377, 48.84883489170665], [2.2529898981154686, 48.849098841544254], [2.252913362431501, 48.84915232568879], [2.2528630509938843, 48.849165918433364]], [[2.2528630509938843, 48.849165918433364], [2.2526945917604952, 48.84921143107016]], [[2.2526945917604952, 48.84921143107016], [2.2525229200405574, 48.849257811075006], [2.252405760066449, 48.84925514361704]], [[2.252405760066449, 48.84925514361704], [2.2519785413004842, 48.84924541513234], [2.2514917887104358, 48.84912995000323], [2.2510735502725225, 48.84897893706538], [2.250527897713635, 48.84872369725], [2.2500111720373077, 48.848513604591275], [2.2493783967857817, 48.84835674369561], [2.248750364088639, 48.84834380812153]], [[2.253426747298849, 48.848512482636536], [2.2530180439408167, 48.848941628000745], [2.2528630509938843, 48.849165918433364]], [[2.2528630509938843, 48.849165918433364], [2.252727194498253, 48.84936251432828], [2.2525993590450986, 48.849559715956076]], [[2.2525993590450986, 48.849559715956076], [2.252327409211211, 48.84997922353505]], [[2.252327409211211, 48.84997922353505], [2.2523265340086938, 48.849980574310614]], [[2.2492837244121127, 48.84821225076508], [2.24990176436967, 48.84825659878863], [2.250666225804983, 48.84840079125367], [2.251280717114641, 48.848606996114555], [2.251919668682653, 48.848894293772226], [2.25224694320448, 48.84911668465847], [2.252405760066449, 48.84925514361704]], [[2.252405760066449, 48.84925514361704], [2.25245475295447, 48.84929785669927], [2.252554564696601, 48.84944268930105]], [[2.252554564696601, 48.84944268930105], [2.2525636865654004, 48.849455926510444], [2.2525993590450986, 48.849559715956076]], [[2.2525993590450986, 48.849559715956076], [2.25260240837784, 48.84956858927176], [2.2526478437655415, 48.84972626228247], [2.252647687893164, 48.84987015997876], [2.2525410109068265, 48.85022924017938], [2.2524632265912876, 48.85042661479556], [2.25237011732576, 48.850884709694434], [2.252282097458206, 48.85152945806624]], [[2.252282097458206, 48.85152945806624], [2.252281791348576, 48.85153170096914]], [[2.259156787248018, 48.857406831002635], [2.2602930953106517, 48.85787703073637], [2.260506332945129, 48.85796828460788], [2.2607255331812413, 48.858023600557715], [2.2612118488986144, 48.8580041199995], [2.2618041061908345, 48.85789535514364], [2.26225145148312, 48.85788462354837], [2.2626745557419046, 48.85789172810157]], [[2.2619718317119903, 48.85819767497728], [2.2619793884338986, 48.85832812861429], [2.2621698507606594, 48.85853615561258], [2.2630525044307475, 48.8594049784116], [2.2632333898036907, 48.85977033205755]], [[2.2637455810955975, 48.86051545400825], [2.2637524125699175, 48.86052308211244]], [[2.2637524125699175, 48.86052308211244], [2.2644259206800688, 48.861275097171806], [2.265264439629121, 48.862476391139744]], [[2.2671552698844293, 48.86414729326886], [2.267611898759608, 48.86453681044481], [2.2677858069094343, 48.86477170634653], [2.2679454181518066, 48.86495705008563], [2.2681697986800757, 48.865286686049714], [2.268483275354951, 48.866047925494456]], [[2.268483275354951, 48.866047925494456], [2.268483535040899, 48.866048556627945]], [[2.2712461585602934, 48.86940199923033], [2.271253768917633, 48.86940702795877]], [[2.271253768917633, 48.86940702795877], [2.272626690510659, 48.87031424178275], [2.273273214751418, 48.87074086233278], [2.2741011596936347, 48.87114159911463]], [[2.2746203110847, 48.87239483806842], [2.274630071645247, 48.872516308923444], [2.2755802902326034, 48.8736957090769], [2.2759492972357585, 48.87437694681324]], [[2.2766887432074414, 48.875127872624574], [2.2766891598441545, 48.8751279138138]], [[2.2766891598441545, 48.8751279138138], [2.276977936385201, 48.87515660000544], [2.278071796205765, 48.87574271077054]], [[2.278071796205765, 48.87574271077054], [2.278352970932882, 48.87589336519821], [2.2790943489851836, 48.876360993630506], [2.2797653339996695, 48.87699007521891]], [[2.2766887432074414, 48.875127872624574], [2.276689407896287, 48.875128116765644]], [[2.276689407896287, 48.875128116765644], [2.2770126795718366, 48.875246744197504], [2.277922020286313, 48.87580439538299]], [[2.277922020286313, 48.87580439538299], [2.2781753482141975, 48.87595974499092], [2.279190080128236, 48.87658640565624], [2.2799674140178814, 48.877166662480526], [2.2800550903529233, 48.87739733757979]], [[2.2800550903529233, 48.87739733757979], [2.2801318686719756, 48.87759933538813], [2.2801902950006614, 48.87826519899793], [2.279987754021392, 48.8786147238009], [2.278484179928354, 48.87911829521521]], [[2.2797680564978395, 48.878420044037895], [2.2797810082019323, 48.87816380986557], [2.2797169427653965, 48.87786664191728], [2.2793382635902475, 48.87750462640109], [2.278682323043518, 48.87706899187503], [2.2780801095695624, 48.8767910624103], [2.2778045252994836, 48.876645505411766], [2.2776276301460743, 48.87643309264151], [2.2775935754860583, 48.87624402521237], [2.277620843712751, 48.87608680480398], [2.27778817193653, 48.87588484985602]], [[2.27778817193653, 48.87588484985602], [2.2778024960644356, 48.87586756187], [2.277922020286313, 48.87580439538299]], [[2.277922020286313, 48.87580439538299], [2.277970750959835, 48.87577864254857], [2.278071796205765, 48.87574271077054]], [[2.278071796205765, 48.87574271077054], [2.278219441627949, 48.875690208005906], [2.278522287294966, 48.87567854350347], [2.278818558844425, 48.875747779489295], [2.2791533634780383, 48.876037585729414]], [[2.2791533634780383, 48.876037585729414], [2.2797663956309235, 48.876814709952896], [2.280538087049065, 48.877804129173825]], [[2.280538087049065, 48.877804129173825], [2.2805801808589026, 48.87795910476056]], [[2.2805801808589026, 48.87795910476056], [2.2805809048599994, 48.87796177116045]], [[2.2797680564978395, 48.878420044037895], [2.279841076097335, 48.87806974044624], [2.2797701912324673, 48.8778219952377], [2.2791972362706514, 48.87715303414102], [2.2779885007656926, 48.87621942754674]], [[2.2774746021564893, 48.87929657104007], [2.2783952534644683, 48.879041315313664], [2.279243065924893, 48.87876762718229], [2.279592117872416, 48.87863033043015], [2.2797680564978395, 48.878420044037895]], [[2.271485721975226, 48.83550648419217], [2.2701067841959786, 48.83552056191929], [2.268731226565199, 48.83539074417539]], [[2.27814997804776, 48.8756358285718], [2.2783609234919706, 48.875614616841986], [2.2786348274709276, 48.87562526115627], [2.278921416143226, 48.875743902399115], [2.2791533634780383, 48.876037585729414]], [[2.2791533634780383, 48.876037585729414], [2.279787836289209, 48.876841819204714], [2.280538087049065, 48.877804129173825]]], ""type"": ""MultiLineString""}";48.84346630514976, 2.2824226223012842
12095;Tunnel;ALMA;2023-11-13T23:00:00+01:00;2023-11-14T07:00:00+01:00;Du lundi 13/11/2023 22:00 au mardi 14/11/2023 06:00;;Terminé;"{""coordinates"": [[[2.2997124698060967, 48.863995975487235], [2.3035320114117845, 48.86455337713992], [2.306810710044258, 48.86463086994729]], [[2.3060030099973683, 48.86468464672525], [2.30354555795848, 48.86462090717731], [2.2997640397105803, 48.86406372849894]]], ""type"": ""MultiLineString""}";48.86444077846799, 2.3030762233391355
12194;Bretelle;AUTOROUTE - A6A;2023-11-14T22:00:00+01:00;2023-11-15T06:00:00+01:00;Du mardi 14/11/2023 21:00 au mercredi 15/11/2023 05:00;De Paris vers province;Terminé;"{""coordinates"": [[[2.3437405929310127, 48.81618792316939], [2.343831266508781, 48.81623339004035], [2.3438781934042674, 48.81629210755009], [2.343895847900034, 48.81651255357678]], [[2.344088030063993, 48.81650011724103], [2.343895847900034, 48.81651255357678]], [[2.343895847900034, 48.81651255357678], [2.3413921030113296, 48.816732628226596], [2.3410883990323885, 48.81677592415471]], [[2.343895847900034, 48.81651255357678], [2.3439028871093286, 48.81660253061871], [2.343890748052606, 48.81670139625549], [2.343843223300988, 48.816755098498696], [2.3437471618401324, 48.81681303125133], [2.343620832899895, 48.81683032549297], [2.3434127607721096, 48.816806698464845]], [[2.3410883990323885, 48.81677592415471], [2.338196067268397, 48.81692183914441], [2.337689864258566, 48.81677063777813], [2.337354459658419, 48.816575411699866], [2.337145523786951, 48.816362898128396], [2.3370041474149383, 48.81612827415615], [2.3369215738574955, 48.815938945350666], [2.3366533049300733, 48.81548776452555], [2.3363873491395575, 48.814780270668656], [2.3361977379943673, 48.81416313831388], [2.3361598356717908, 48.813663768087714], [2.336152376466076, 48.81339391047887], [2.336249707214272, 48.81295824789459], [2.336483374191576, 48.81242440910197]], [[2.3434127607721096, 48.816806698464845], [2.3432608056961635, 48.81676089471862], [2.343069869760802, 48.81672836737162], [2.3427714089134084, 48.81669075180328], [2.3424003992319995, 48.81669320878627], [2.3410883990323885, 48.81677592415471]], [[2.3437764603062, 48.81706052261734], [2.3436702254301878, 48.81697449805512], [2.3435303880827436, 48.81687479814412], [2.3434127607721096, 48.816806698464845]], [[2.330731500584525, 48.81876899672722], [2.3307725291484553, 48.81875573561298], [2.3316674102455814, 48.818589857949206], [2.3324912131055453, 48.818401092222835], [2.3331168300884824, 48.818139264919594], [2.3339071698617233, 48.817626524505926], [2.334417053537135, 48.81726511323195], [2.335050567202514, 48.81692687193742], [2.3358732917229146, 48.81670210145701], [2.336409305595892, 48.81659715136128], [2.336627187174089, 48.816427477281216], [2.336696431468654, 48.81622999673868], [2.336714946311813, 48.8160592162698], [2.3362593846059454, 48.81493695293718], [2.336070048392627, 48.814405263718434], [2.3359864876349365, 48.81397309400649], [2.3360084361911055, 48.81336163260072], [2.336129475465627, 48.812903617070006], [2.3364061015844837, 48.8123969985798], [2.336476176709624, 48.8123479211609]], [[2.328694938037058, 48.819333185731864], [2.3291738459384073, 48.819160493705475], [2.3299677432358235, 48.81895808682404], [2.33031883659963, 48.81887461226528], [2.330731500584525, 48.81876899672722]], [[2.32696949743082, 48.81958430746837], [2.327977532313696, 48.8193696281555], [2.3285878280120267, 48.81924264600016], [2.3292096723948483, 48.819075253261545], [2.3301928654444404, 48.818873906672586], [2.330731500584525, 48.81876899672722]]], ""type"": ""MultiLineString""}";48.81674294565351, 2.336205436008908
12196;Bretelle;AUTOROUTE - A6A;2023-11-16T22:00:00+01:00;2023-11-17T06:00:00+01:00;Du jeudi 16/11/2023 21:00 au vendredi 17/11/2023 05:00;De Paris vers province;Terminé;"{""coordinates"": [[[2.3437405929310127, 48.81618792316939], [2.343831266508781, 48.81623339004035], [2.3438781934042674, 48.81629210755009], [2.343895847900034, 48.81651255357678]], [[2.344088030063993, 48.81650011724103], [2.343895847900034, 48.81651255357678]], [[2.343895847900034, 48.81651255357678], [2.3413921030113296, 48.816732628226596], [2.3410883990323885, 48.81677592415471]], [[2.343895847900034, 48.81651255357678], [2.3439028871093286, 48.81660253061871], [2.343890748052606, 48.81670139625549], [2.343843223300988, 48.816755098498696], [2.3437471618401324, 48.81681303125133], [2.343620832899895, 48.81683032549297], [2.3434127607721096, 48.816806698464845]], [[2.3410883990323885, 48.81677592415471], [2.338196067268397, 48.81692183914441], [2.337689864258566, 48.81677063777813], [2.337354459658419, 48.816575411699866], [2.337145523786951, 48.816362898128396], [2.3370041474149383, 48.81612827415615], [2.3369215738574955, 48.815938945350666], [2.3366533049300733, 48.81548776452555], [2.3363873491395575, 48.814780270668656], [2.3361977379943673, 48.81416313831388], [2.3361598356717908, 48.813663768087714], [2.336152376466076, 48.81339391047887], [2.336249707214272, 48.81295824789459], [2.336483374191576, 48.81242440910197]], [[2.3434127607721096, 48.816806698464845], [2.3432608056961635, 48.81676089471862], [2.343069869760802, 48.81672836737162], [2.3427714089134084, 48.81669075180328], [2.3424003992319995, 48.81669320878627], [2.3410883990323885, 48.81677592415471]], [[2.3437764603062, 48.81706052261734], [2.3436702254301878, 48.81697449805512], [2.3435303880827436, 48.81687479814412], [2.3434127607721096, 48.816806698464845]], [[2.330731500584525, 48.81876899672722], [2.3307725291484553, 48.81875573561298], [2.3316674102455814, 48.818589857949206], [2.3324912131055453, 48.818401092222835], [2.3331168300884824, 48.818139264919594], [2.3339071698617233, 48.817626524505926], [2.334417053537135, 48.81726511323195], [2.335050567202514, 48.81692687193742], [2.3358732917229146, 48.81670210145701], [2.336409305595892, 48.81659715136128], [2.336627187174089, 48.816427477281216], [2.336696431468654, 48.81622999673868], [2.336714946311813, 48.8160592162698], [2.3362593846059454, 48.81493695293718], [2.336070048392627, 48.814405263718434], [2.3359864876349365, 48.81397309400649], [2.3360084361911055, 48.81336163260072], [2.336129475465627, 48.812903617070006], [2.3364061015844837, 48.8123969985798], [2.336476176709624, 48.8123479211609]], [[2.328694938037058, 48.819333185731864], [2.3291738459384073, 48.819160493705475], [2.3299677432358235, 48.81895808682404], [2.33031883659963, 48.81887461226528], [2.330731500584525, 48.81876899672722]], [[2.32696949743082, 48.81958430746837], [2.327977532313696, 48.8193696281555], [2.3285878280120267, 48.81924264600016], [2.3292096723948483, 48.819075253261545], [2.3301928654444404, 48.818873906672586], [2.330731500584525, 48.81876899672722]]], ""type"": ""MultiLineString""}";48.81674294565351, 2.336205436008908
