,Num_Features,Performance
0,93,0.4498050133384955
1,92,0.4498050133384955
2,91,0.4498050133384955
3,90,0.4498050133384955
4,89,0.4498050133384955
5,88,0.44537409979930276
6,87,0.43362037798012854
7,86,0.4374251136398908
8,85,0.4357703335730586
9,84,0.4403955358849957
10,83,0.43899332372576777
11,82,0.4467804390962309
12,81,0.443967010315542
13,80,0.4381328774578562
14,79,0.438475151743341
15,78,0.43616337674413697
16,77,0.44741698034122657
17,76,0.43349265302728185
18,75,0.44196572710790044
19,74,0.4423268169330763
20,73,0.4325867455768554
21,72,0.4336830788549097
22,71,0.4315209057839871
23,70,0.42992210927306324
24,69,0.43541151345736434
25,68,0.43687977434730857
26,67,0.43538104297656105
27,66,0.42754910102937566
28,65,0.42833497209920374
29,64,0.42737017331796995
30,63,0.43243288559162385
31,62,0.4468527019073128
32,61,0.44853182472090475
33,60,0.43866199823058677
34,59,0.4676102601951393
35,58,0.43988825275027993
36,57,0.45457927409393833
37,56,0.4446661502359347
38,55,0.4290099359763395
39,54,0.4402959256121867
40,53,0.4306793859137607
41,52,0.43024598850508317
42,51,0.4329085994248587
43,50,0.4332218297294091
44,49,0.43500895559971337
45,48,0.44076162202405667
46,47,0.4262838736686328
47,46,0.4327358651494591
48,45,0.44259933893872794
49,44,0.4430503867723017
50,43,0.474031074227711
51,42,0.44690314616670235
52,41,0.4404961400779206
53,40,0.4595146364142731
54,39,0.43293400509130897
55,38,0.4289051685105887
56,37,0.4402251761149094
57,36,0.4369392394700217
58,35,0.4435845737441464
59,34,0.4355388758162254
60,33,0.432072200156936
61,32,0.44132960174102553
62,31,0.4288447521505914
63,30,0.42504540395158064
64,29,0.4271312518846194
65,28,0.4421364165132706
66,27,0.4404256938143186
67,26,0.4347743878672547
68,25,0.4330138380331172
69,24,0.4317438074132181
70,23,0.43146172954803896
71,22,0.43066847286915483
72,21,0.4316819037311113
73,20,0.4246628096268234
74,19,0.42529032365947245
75,18,0.42692654162784294
76,17,0.4334526812421965
77,16,0.42107035489626743
78,15,0.42113494702857013
79,14,0.4279649990987599
80,13,0.43214208285846695
81,12,0.424828431543579
82,11,0.4458659753750244
83,10,0.43371176236024955
84,9,0.43823682495812577
85,8,0.4404564094713034
86,7,0.4410959978824652
87,6,0.4403382501405158
88,5,0.9222008179113288
89,4,0.9454410379325617
90,3,0.955150106640127
91,2,0.995333678169124
92,1,1.1720119900089887
